depnum,dep,Code,name,AbsExp,Exprimes,PourcentageExpIns,PourcentageExpVot,Code1,Candidat1,Voix1,Pourcentage1,Code2,Candidat2,Voix2,Pourcentage2,Code3,Candidat3,Voix3,Pourcentage3,RNExp,LREMExp,LRExp,EEVExp,FIExp,PSExp
33,Gironde,33352,La Réole,54.8,1253.0,44.2,97.7,5,Rassemblement National,426.0,34.0,27,Parti socialiste - Place Publique,201.0,16.0,4,La France insoumise,161.0,12.8,4.9,9.8,4.2,5.1,12.8,16.0,
33,Gironde,33356,La Rivière,32.7,171.0,64.3,95.5,5,Rassemblement National,73.0,42.7,11,Renaissance,22.0,12.9,27,Parti socialiste - Place Publique,20.0,11.7,4.7,12.9,7.6,7.6,5.3,11.7,
33,Gironde,33360,La Roquille,46.2,136.0,52.3,97.1,5,Rassemblement National,53.0,39.0,27,Parti socialiste - Place Publique,13.0,9.6,3,Reconquête et CNIP,12.0,8.8,8.8,5.9,5.1,4.4,3.7,9.6,
33,Gironde,33505,La Sauve,49.3,566.0,49.5,97.8,5,Rassemblement National,203.0,35.9,27,Parti socialiste - Place Publique,77.0,13.6,11,Renaissance,76.0,13.4,4.8,13.4,5.1,5.5,5.7,13.6,
33,Gironde,33529,La Teste-de-Buch,44.5,12420.0,54.4,98.0,5,Rassemblement National,3995.0,32.2,11,Renaissance,2496.0,20.1,27,Parti socialiste - Place Publique,1580.0,12.7,8.0,20.1,9.7,3.4,2.9,12.7,
33,Gironde,33211,Labarde,49.8,224.0,48.3,96.1,5,Rassemblement National,102.0,45.5,27,Parti socialiste - Place Publique,32.0,14.3,11,Renaissance,20.0,8.9,4.0,8.9,2.7,3.6,0.4,14.3,
33,Gironde,33212,Labescau,44.3,71.0,54.2,97.3,5,Rassemblement National,26.0,36.6,11,Renaissance,9.0,12.7,18,Les Républicains,8.0,11.3,4.2,12.7,11.3,4.2,7.0,8.5,
33,Gironde,33214,Lacanau,42.3,3283.0,56.5,98.0,5,Rassemblement National,839.0,25.6,11,Renaissance,659.0,20.1,27,Parti socialiste - Place Publique,593.0,18.1,6.5,20.1,5.5,6.4,4.8,18.1,
33,Gironde,33215,Ladaux,45.3,84.0,52.2,95.5,5,Rassemblement National,20.0,23.8,11,Renaissance,16.0,19.0,18,Les Républicains,11.0,13.1,6.0,19.0,13.1,6.0,2.4,13.1,
33,Gironde,33216,Lados,26.0,96.0,73.3,99.0,5,Rassemblement National,33.0,34.4,27,Parti socialiste - Place Publique,23.0,24.0,11,Renaissance,8.0,8.3,5.2,8.3,6.2,4.2,3.1,24.0,
33,Gironde,33218,Lagorce,47.9,592.0,50.4,96.7,5,Rassemblement National,307.0,51.9,11,Renaissance,63.0,10.6,27,Parti socialiste - Place Publique,45.0,7.6,6.2,10.6,3.4,2.7,4.1,7.6,
33,Gironde,33222,Lalande-de-Pomerol,38.8,296.0,59.6,97.4,5,Rassemblement National,129.0,43.6,27,Parti socialiste - Place Publique,34.0,11.5,11,Renaissance,31.0,10.5,5.7,10.5,4.4,3.7,6.1,11.5,
33,Gironde,33220,Lamarque,51.3,432.0,47.5,97.5,5,Rassemblement National,237.0,54.9,27,Parti socialiste - Place Publique,35.0,8.1,11,Renaissance,33.0,7.6,3.9,7.6,5.3,3.0,4.4,8.1,
33,Gironde,33221,Lamothe-Landerron,43.6,442.0,53.6,95.1,5,Rassemblement National,221.0,50.0,11,Renaissance,45.0,10.2,50,Résistons,39.0,8.8,5.7,10.2,5.0,2.7,3.8,7.2,
33,Gironde,33223,Landerrouat,34.4,77.0,63.1,96.2,5,Rassemblement National,26.0,33.8,11,Renaissance,17.0,22.1,3,Reconquête et CNIP,10.0,13.0,13.0,22.1,9.1,1.3,0.0,2.6,
33,Gironde,33224,Landerrouet-sur-S.,23.3,66.0,76.7,100.0,27,Parti socialiste - Place Publique,13.0,19.7,5,Rassemblement National,11.0,16.7,50,Résistons,10.0,15.2,1.5,10.6,9.1,12.1,7.6,19.7,
33,Gironde,33225,Landiras,46.7,957.0,51.4,96.5,5,Rassemblement National,355.0,37.1,27,Parti socialiste - Place Publique,154.0,16.1,11,Renaissance,100.0,10.4,3.4,10.4,3.0,6.0,5.7,16.1,
33,Gironde,33226,Langoiran,45.3,792.0,53.5,97.8,5,Rassemblement National,188.0,23.7,27,Parti socialiste - Place Publique,123.0,15.5,11,Renaissance,116.0,14.6,4.9,14.6,3.9,9.1,12.6,15.5,
33,Gironde,33227,Langon,45.6,2572.0,52.8,97.1,5,Rassemblement National,814.0,31.6,27,Parti socialiste - Place Publique,457.0,17.8,11,Renaissance,351.0,13.6,5.2,13.6,5.6,4.6,7.2,17.8,
33,Gironde,33228,Lansac,38.7,312.0,58.9,96.0,5,Rassemblement National,150.0,48.1,11,Renaissance,40.0,12.8,27,Parti socialiste - Place Publique,27.0,8.7,6.1,12.8,3.5,1.0,5.4,8.7,
33,Gironde,33229,Lanton,42.4,3694.0,56.1,97.4,5,Rassemblement National,1217.0,32.9,11,Renaissance,615.0,16.6,27,Parti socialiste - Place Publique,567.0,15.3,6.0,16.6,7.6,5.0,3.5,15.3,
33,Gironde,33230,Lapouyade,50.0,191.0,46.8,93.6,5,Rassemblement National,98.0,51.3,27,Parti socialiste - Place Publique,21.0,11.0,50,Résistons,13.0,6.8,6.3,5.2,5.2,3.1,2.1,11.0,
33,Gironde,33231,Laroque,40.4,139.0,59.1,99.3,5,Rassemblement National,63.0,45.3,27,Parti socialiste - Place Publique,20.0,14.4,11,Renaissance,19.0,13.7,4.3,13.7,7.9,2.2,5.0,14.4,
33,Gironde,33232,Lartigue,40.8,27.0,55.1,93.1,5,Rassemblement National,6.0,22.2,4,La France insoumise,5.0,18.5,3,Reconquête et CNIP,4.0,14.8,14.8,7.4,7.4,3.7,18.5,7.4,
33,Gironde,33233,Laruscade,51.4,998.0,47.4,97.4,5,Rassemblement National,567.0,56.8,27,Parti socialiste - Place Publique,70.0,7.0,11,Renaissance,60.0,6.0,4.1,6.0,2.4,3.2,5.5,7.0,
33,Gironde,33234,Latresne,42.9,1705.0,56.3,98.5,5,Rassemblement National,377.0,22.1,11,Renaissance,331.0,19.4,27,Parti socialiste - Place Publique,311.0,18.2,6.9,19.4,9.4,7.0,5.7,18.2,
33,Gironde,33235,Lavazan,49.5,90.0,47.9,94.7,5,Rassemblement National,28.0,31.1,27,Parti socialiste - Place Publique,10.0,11.1,11,Renaissance,9.0,10.0,7.8,10.0,7.8,6.7,3.3,11.1,
33,Gironde,33029,Le Barp,45.3,2315.0,53.5,97.8,5,Rassemblement National,859.0,37.1,27,Parti socialiste - Place Publique,313.0,13.5,11,Renaissance,306.0,13.2,4.1,13.2,4.8,5.3,6.7,13.5,
33,Gironde,33069,Le Bouscat,39.8,10993.0,59.4,98.6,11,Renaissance,2393.0,21.8,27,Parti socialiste - Place Publique,2109.0,19.2,5,Rassemblement National,2030.0,18.5,5.9,21.8,11.7,7.3,6.0,19.2,
33,Gironde,33166,Le Fieu,51.8,174.0,47.2,97.8,5,Rassemblement National,90.0,51.7,50,Résistons,17.0,9.8,3,Reconquête et CNIP,15.0,8.6,8.6,7.5,2.9,2.3,4.0,4.6,
33,Gironde,33200,Le Haillan,45.1,4397.0,53.9,98.1,5,Rassemblement National,1113.0,25.3,27,Parti socialiste - Place Publique,838.0,19.1,11,Renaissance,776.0,17.6,4.8,17.6,7.1,6.7,6.8,19.1,
33,Gironde,33305,Le Nizan,36.9,244.0,60.8,96.4,5,Rassemblement National,78.0,32.0,11,Renaissance,34.0,13.9,27,Parti socialiste - Place Publique,34.0,13.9,7.8,13.9,3.3,4.1,4.1,13.9,
33,Gironde,33322,Le Pian-Médoc,43.8,2990.0,55.2,98.2,5,Rassemblement National,978.0,32.7,27,Parti socialiste - Place Publique,499.0,16.7,11,Renaissance,478.0,16.0,4.8,16.0,6.0,5.6,4.8,16.7,
33,Gironde,33323,Le Pian-sur-Garonne,46.7,414.0,51.2,96.1,5,Rassemblement National,147.0,35.5,27,Parti socialiste - Place Publique,61.0,14.7,11,Renaissance,51.0,12.3,6.5,12.3,6.5,3.1,5.1,14.7,
33,Gironde,33333,Le Porge,42.9,1518.0,55.3,96.9,5,Rassemblement National,529.0,34.8,27,Parti socialiste - Place Publique,225.0,14.8,11,Renaissance,201.0,13.2,4.9,13.2,5.2,4.7,4.6,14.8,
33,Gironde,33335,Le Pout,33.2,303.0,64.1,95.9,5,Rassemblement National,108.0,35.6,27,Parti socialiste - Place Publique,52.0,17.2,11,Renaissance,36.0,11.9,5.0,11.9,7.6,2.6,5.6,17.2,
33,Gironde,33345,Le Puy,42.2,173.0,54.9,95.1,5,Rassemblement National,75.0,43.4,11,Renaissance,20.0,11.6,3,Reconquête et CNIP,13.0,7.5,7.5,11.6,4.6,1.7,5.2,7.5,
33,Gironde,33519,Le Taillan-Médoc,39.4,4821.0,59.3,97.8,5,Rassemblement National,1320.0,27.4,27,Parti socialiste - Place Publique,875.0,18.1,11,Renaissance,872.0,18.1,4.8,18.1,8.0,5.1,6.2,18.1,
33,Gironde,33527,Le Teich,44.8,3818.0,53.8,97.3,5,Rassemblement National,1259.0,33.0,27,Parti socialiste - Place Publique,680.0,17.8,11,Renaissance,577.0,15.1,4.7,15.1,6.3,5.0,5.0,17.8,
33,Gironde,33528,Le Temple,41.1,256.0,57.5,97.7,5,Rassemblement National,130.0,50.8,11,Renaissance,29.0,11.3,50,Résistons,18.0,7.0,5.9,11.3,0.4,4.7,2.7,6.2,
33,Gironde,33534,Le Tourne,37.5,349.0,60.8,97.2,5,Rassemblement National,84.0,24.1,27,Parti socialiste - Place Publique,71.0,20.3,4,La France insoumise,44.0,12.6,4.9,11.7,3.2,11.2,12.6,20.3,
33,Gironde,33536,Le Tuzan,35.7,130.0,61.0,94.9,5,Rassemblement National,54.0,41.5,27,Parti socialiste - Place Publique,17.0,13.1,4,La France insoumise,13.0,10.0,3.1,5.4,5.4,3.1,10.0,13.1,
33,Gironde,33544,Le Verdon-sur-Mer,41.9,805.0,56.5,97.3,5,Rassemblement National,323.0,40.1,11,Renaissance,118.0,14.7,27,Parti socialiste - Place Publique,118.0,14.7,4.1,14.7,5.1,3.1,3.0,14.7,
33,Gironde,33236,Lège-Cap-Ferret,38.3,5496.0,60.6,98.2,5,Rassemblement National,1578.0,28.7,11,Renaissance,1161.0,21.1,27,Parti socialiste - Place Publique,648.0,11.8,9.0,21.1,11.0,4.1,3.0,11.8,
33,Gironde,33237,Léogeats,39.7,363.0,57.6,95.5,5,Rassemblement National,131.0,36.1,27,Parti socialiste - Place Publique,47.0,12.9,11,Renaissance,36.0,9.9,5.0,9.9,7.4,5.5,5.5,12.9,
33,Gironde,33238,Léognan,43.2,4928.0,55.3,97.4,5,Rassemblement National,1154.0,23.4,27,Parti socialiste - Place Publique,993.0,20.2,11,Renaissance,927.0,18.8,4.9,18.8,7.1,6.8,6.4,20.2,
33,Gironde,33239,Lerm-et-Musset,39.4,210.0,55.9,92.1,5,Rassemblement National,67.0,31.9,50,Résistons,37.0,17.6,11,Renaissance,23.0,11.0,5.2,11.0,9.5,3.3,4.3,7.1,
33,Gironde,33014,Les Artigues-de-L.,45.0,439.0,53.1,96.7,5,Rassemblement National,201.0,45.8,11,Renaissance,65.0,14.8,27,Parti socialiste - Place Publique,49.0,11.2,5.0,14.8,4.3,4.3,4.3,11.2,
33,Gironde,33052,Les Billaux,39.8,502.0,58.4,97.1,5,Rassemblement National,191.0,38.0,11,Renaissance,71.0,14.1,27,Parti socialiste - Place Publique,68.0,13.5,4.6,14.1,6.2,4.6,5.0,13.5,
33,Gironde,33154,Les Églisottes-et-Ch.,55.4,649.0,42.8,96.1,5,Rassemblement National,364.0,56.1,11,Renaissance,57.0,8.8,27,Parti socialiste - Place Publique,50.0,7.7,4.5,8.8,3.9,1.5,3.4,7.7,
33,Gironde,33158,Les Esseintes,44.0,122.0,54.2,96.8,5,Rassemblement National,55.0,45.1,27,Parti socialiste - Place Publique,15.0,12.3,11,Renaissance,10.0,8.2,2.5,8.2,7.4,6.6,1.6,12.3,
33,Gironde,33242,Les Lèves-et-Thou.,43.0,234.0,55.8,97.9,5,Rassemblement National,112.0,47.9,27,Parti socialiste - Place Publique,29.0,12.4,4,La France insoumise,20.0,8.5,7.7,4.7,3.4,3.8,8.5,12.4,
33,Gironde,33315,Les Peintures,47.6,640.0,51.0,97.4,5,Rassemblement National,360.0,56.2,27,Parti socialiste - Place Publique,78.0,12.2,11,Renaissance,51.0,8.0,2.5,8.0,3.8,1.4,3.4,12.2,
33,Gironde,33499,Les Salles-de-Cast.,44.1,137.0,53.9,96.5,5,Rassemblement National,58.0,42.3,11,Renaissance,17.0,12.4,27,Parti socialiste - Place Publique,13.0,9.5,5.1,12.4,3.6,4.4,5.8,9.5,
33,Gironde,33240,Lesparre-Médoc,50.0,2032.0,48.9,97.8,5,Rassemblement National,1012.0,49.8,11,Renaissance,229.0,11.3,27,Parti socialiste - Place Publique,188.0,9.3,6.2,11.3,4.3,2.4,5.2,9.3,
33,Gironde,33241,Lestiac-sur-Garonne,39.1,229.0,60.1,98.7,5,Rassemblement National,56.0,24.5,27,Parti socialiste - Place Publique,40.0,17.5,4,La France insoumise,32.0,14.0,3.5,8.3,7.0,6.6,14.0,17.5,
33,Gironde,33243,Libourne,46.3,8685.0,52.4,97.4,5,Rassemblement National,2429.0,28.0,27,Parti socialiste - Place Publique,1505.0,17.3,11,Renaissance,1292.0,14.9,6.2,14.9,6.1,5.7,9.9,17.3,
33,Gironde,33244,Lignan-de-Bazas,37.3,181.0,58.2,92.8,5,Rassemblement National,69.0,38.1,11,Renaissance,27.0,14.9,27,Parti socialiste - Place Publique,18.0,9.9,6.1,14.9,2.8,5.0,6.6,9.9,
33,Gironde,33245,Lignan-de-Bordeaux,34.8,411.0,63.3,97.2,5,Rassemblement National,90.0,21.9,27,Parti socialiste - Place Publique,90.0,21.9,11,Renaissance,69.0,16.8,6.1,16.8,9.7,6.3,6.1,21.9,
33,Gironde,33246,Ligueux,27.9,95.0,69.9,96.9,5,Rassemblement National,46.0,48.4,11,Renaissance,15.0,15.8,3,Reconquête et CNIP,6.0,6.3,6.3,15.8,5.3,3.2,2.1,6.3,
33,Gironde,33247,Listrac-de-Durèze,41.5,65.0,55.1,94.2,5,Rassemblement National,37.0,56.9,27,Parti socialiste - Place Publique,7.0,10.8,50,Résistons,6.0,9.2,3.1,4.6,3.1,4.6,4.6,10.8,
33,Gironde,33248,Listrac-Médoc,51.9,1033.0,46.8,97.2,5,Rassemblement National,450.0,43.6,27,Parti socialiste - Place Publique,122.0,11.8,11,Renaissance,94.0,9.1,3.3,9.1,5.4,3.9,5.9,11.8,
33,Gironde,33249,Lormont,55.0,5554.0,44.0,97.7,5,Rassemblement National,1472.0,26.5,4,La France insoumise,1260.0,22.7,27,Parti socialiste - Place Publique,892.0,16.1,3.7,8.9,3.4,6.1,22.7,16.1,
33,Gironde,33250,Loubens,45.2,137.0,50.7,92.6,5,Rassemblement National,52.0,38.0,11,Renaissance,19.0,13.9,27,Parti socialiste - Place Publique,14.0,10.2,0.0,13.9,7.3,4.4,6.6,10.2,
33,Gironde,33251,Louchats,49.4,307.0,48.6,95.9,5,Rassemblement National,115.0,37.5,27,Parti socialiste - Place Publique,54.0,17.6,11,Renaissance,26.0,8.5,2.6,8.5,3.3,6.2,6.2,17.6,
33,Gironde,33252,Loupes,35.6,447.0,63.1,98.0,5,Rassemblement National,182.0,40.7,27,Parti socialiste - Place Publique,62.0,13.9,11,Renaissance,54.0,12.1,7.8,12.1,5.4,4.0,5.4,13.9,
33,Gironde,33253,Loupiac,46.4,466.0,52.2,97.5,5,Rassemblement National,139.0,29.8,27,Parti socialiste - Place Publique,58.0,12.4,11,Renaissance,53.0,11.4,4.9,11.4,9.0,5.6,9.4,12.4,
33,Gironde,33254,Loupiac-de-la-Réole,38.2,214.0,59.6,96.4,5,Rassemblement National,85.0,39.7,11,Renaissance,25.0,11.7,27,Parti socialiste - Place Publique,21.0,9.8,4.7,11.7,6.1,2.8,5.1,9.8,
33,Gironde,33255,Lucmau,41.4,122.0,55.5,94.6,27,Parti socialiste - Place Publique,31.0,25.4,5,Rassemblement National,26.0,21.3,11,Renaissance,13.0,10.7,3.3,10.7,3.3,4.9,7.4,25.4,
33,Gironde,33256,Ludon-Médoc,43.7,2248.0,54.8,97.4,5,Rassemblement National,851.0,37.9,27,Parti socialiste - Place Publique,366.0,16.3,11,Renaissance,296.0,13.2,4.4,13.2,5.5,4.2,5.7,16.3,
33,Gironde,33257,Lugaignac,37.6,208.0,60.6,97.2,5,Rassemblement National,76.0,36.5,11,Renaissance,35.0,16.8,27,Parti socialiste - Place Publique,26.0,12.5,4.8,16.8,4.8,3.8,7.7,12.5,
33,Gironde,33258,Lugasson,41.4,137.0,56.1,95.8,5,Rassemblement National,56.0,40.9,11,Renaissance,24.0,17.5,27,Parti socialiste - Place Publique,15.0,10.9,3.6,17.5,3.6,3.6,6.6,10.9,
33,Gironde,33259,Lugon-et-l'Île-du-C.,37.3,561.0,59.6,95.1,5,Rassemblement National,224.0,39.9,11,Renaissance,62.0,11.1,27,Parti socialiste - Place Publique,59.0,10.5,6.6,11.1,5.3,4.3,6.4,10.5,
33,Gironde,33260,Lugos,40.6,509.0,57.7,97.1,5,Rassemblement National,215.0,42.2,27,Parti socialiste - Place Publique,63.0,12.4,11,Renaissance,60.0,11.8,2.6,11.8,4.5,4.7,4.3,12.4,
33,Gironde,33261,Lussac,39.6,483.0,58.9,97.6,5,Rassemblement National,204.0,42.2,11,Renaissance,82.0,17.0,27,Parti socialiste - Place Publique,42.0,8.7,6.6,17.0,7.0,3.3,5.8,8.7,
33,Gironde,33262,Macau,47.5,1599.0,51.2,97.6,5,Rassemblement National,684.0,42.8,11,Renaissance,211.0,13.2,27,Parti socialiste - Place Publique,181.0,11.3,3.0,13.2,5.0,3.6,7.6,11.3,
33,Gironde,33263,Madirac,28.6,132.0,69.8,97.8,5,Rassemblement National,32.0,24.2,27,Parti socialiste - Place Publique,22.0,16.7,11,Renaissance,21.0,15.9,4.5,15.9,6.1,9.1,5.3,16.7,
33,Gironde,33264,Maransin,48.1,418.0,50.7,97.7,5,Rassemblement National,183.0,43.8,11,Renaissance,53.0,12.7,27,Parti socialiste - Place Publique,43.0,10.3,5.3,12.7,2.9,2.9,5.5,10.3,
33,Gironde,33266,Marcenais,43.8,352.0,54.5,97.0,5,Rassemblement National,170.0,48.3,27,Parti socialiste - Place Publique,47.0,13.4,11,Renaissance,26.0,7.4,6.0,7.4,4.0,4.8,4.8,13.4,
33,Gironde,33555,Marcheprime,46.4,2330.0,52.4,97.8,5,Rassemblement National,954.0,40.9,27,Parti socialiste - Place Publique,325.0,13.9,11,Renaissance,291.0,12.5,5.1,12.5,5.8,3.6,5.5,13.9,
33,Gironde,33268,Margaux-Cantenac,48.5,1057.0,49.9,97.0,5,Rassemblement National,460.0,43.5,11,Renaissance,119.0,11.3,27,Parti socialiste - Place Publique,118.0,11.2,4.3,11.3,4.9,3.7,7.9,11.2,
33,Gironde,33269,Margueron,38.7,181.0,60.3,98.4,5,Rassemblement National,88.0,48.6,11,Renaissance,27.0,14.9,50,Résistons,18.0,9.9,5.0,14.9,3.9,3.3,2.2,7.2,
33,Gironde,33270,Marimbault,34.0,101.0,63.5,96.2,5,Rassemblement National,35.0,34.7,11,Renaissance,14.0,13.9,27,Parti socialiste - Place Publique,12.0,11.9,5.0,13.9,4.0,1.0,9.9,11.9,
33,Gironde,33271,Marions,37.7,80.0,54.8,87.9,5,Rassemblement National,29.0,36.2,50,Résistons,13.0,16.2,11,Renaissance,10.0,12.5,7.5,12.5,3.8,1.2,1.2,10.0,
33,Gironde,33272,Marsas,44.4,467.0,53.8,96.7,5,Rassemblement National,211.0,45.2,27,Parti socialiste - Place Publique,65.0,13.9,11,Renaissance,39.0,8.4,3.9,8.4,3.9,2.4,5.8,13.9,
33,Gironde,33273,Martignas-sur-Jalle,42.4,3445.0,56.4,98.0,5,Rassemblement National,986.0,28.6,27,Parti socialiste - Place Publique,605.0,17.6,11,Renaissance,578.0,16.8,5.0,16.8,8.6,6.0,5.5,17.6,
33,Gironde,33274,Martillac,41.9,1439.0,56.8,97.7,5,Rassemblement National,439.0,30.5,27,Parti socialiste - Place Publique,244.0,17.0,11,Renaissance,228.0,15.8,4.9,15.8,8.6,6.2,5.3,17.0,
33,Gironde,33275,Martres,32.7,69.0,64.5,95.8,5,Rassemblement National,30.0,43.5,27,Parti socialiste - Place Publique,7.0,10.1,50,Résistons,7.0,10.1,4.3,8.7,1.4,2.9,7.2,10.1,
33,Gironde,33276,Masseilles,33.3,68.0,63.0,94.4,5,Rassemblement National,20.0,29.4,18,Les Républicains,13.0,19.1,50,Résistons,9.0,13.2,4.4,11.8,19.1,2.9,5.9,11.8,
33,Gironde,33277,Massugas,38.9,101.0,57.7,94.4,5,Rassemblement National,50.0,49.5,27,Parti socialiste - Place Publique,14.0,13.9,50,Résistons,10.0,9.9,5.0,5.0,6.9,3.0,2.0,13.9,
33,Gironde,33278,Mauriac,23.7,149.0,72.0,94.3,5,Rassemblement National,52.0,34.9,11,Renaissance,16.0,10.7,18,Les Républicains,16.0,10.7,3.4,10.7,10.7,6.7,2.7,10.7,
33,Gironde,33279,Mazères,36.0,343.0,62.0,96.9,5,Rassemblement National,116.0,33.8,27,Parti socialiste - Place Publique,49.0,14.3,11,Renaissance,46.0,13.4,6.1,13.4,7.6,2.6,5.8,14.3,
33,Gironde,33280,Mazion,42.0,216.0,56.0,96.4,5,Rassemblement National,125.0,57.9,11,Renaissance,24.0,11.1,27,Parti socialiste - Place Publique,13.0,6.0,5.1,11.1,2.8,2.3,2.3,6.0,
33,Gironde,33281,Mérignac,43.6,26678.0,55.4,98.3,27,Parti socialiste - Place Publique,5789.0,21.7,5,Rassemblement National,5574.0,20.9,11,Renaissance,4506.0,16.9,4.7,16.9,6.5,7.8,9.7,21.7,
33,Gironde,33282,Mérignas,41.8,132.0,55.7,95.7,5,Rassemblement National,53.0,40.2,11,Renaissance,18.0,13.6,27,Parti socialiste - Place Publique,13.0,9.8,8.3,13.6,3.8,6.1,1.5,9.8,
33,Gironde,33283,Mesterrieux,41.7,87.0,55.8,95.6,5,Rassemblement National,36.0,41.4,11,Renaissance,11.0,12.6,4,La France insoumise,8.0,9.2,0.0,12.6,3.4,4.6,9.2,6.9,
33,Gironde,33284,Mios,45.5,4410.0,52.6,96.6,5,Rassemblement National,1793.0,40.7,27,Parti socialiste - Place Publique,632.0,14.3,11,Renaissance,535.0,12.1,5.4,12.1,5.0,4.0,4.4,14.3,
33,Gironde,33285,Mombrier,33.8,238.0,64.3,97.1,5,Rassemblement National,90.0,37.8,27,Parti socialiste - Place Publique,45.0,18.9,11,Renaissance,25.0,10.5,3.4,10.5,5.5,4.2,3.4,18.9,
33,Gironde,33287,Mongauzy,46.5,229.0,51.7,96.6,5,Rassemblement National,107.0,46.7,27,Parti socialiste - Place Publique,22.0,9.6,50,Résistons,20.0,8.7,7.9,8.3,3.5,1.7,7.4,9.6,
33,Gironde,33288,Monprimblanc,44.8,139.0,55.2,100.0,5,Rassemblement National,56.0,40.3,11,Renaissance,18.0,12.9,3,Reconquête et CNIP,12.0,8.6,8.6,12.9,4.3,5.0,5.0,7.9,
33,Gironde,33289,Monségur,42.6,613.0,55.2,96.2,5,Rassemblement National,180.0,29.4,27,Parti socialiste - Place Publique,123.0,20.1,11,Renaissance,79.0,12.9,3.9,12.9,3.1,3.8,9.1,20.1,
33,Gironde,33290,Montagne,40.3,635.0,57.8,96.9,5,Rassemblement National,222.0,35.0,11,Renaissance,103.0,16.2,27,Parti socialiste - Place Publique,62.0,9.8,5.5,16.2,8.3,4.3,6.8,9.8,
33,Gironde,33291,Montagoudin,39.0,88.0,57.1,93.6,5,Rassemblement National,29.0,33.0,27,Parti socialiste - Place Publique,14.0,15.9,11,Renaissance,10.0,11.4,4.5,11.4,11.4,2.3,0.0,15.9,
33,Gironde,33292,Montignac,28.2,102.0,71.8,100.0,5,Rassemblement National,36.0,35.3,11,Renaissance,14.0,13.7,27,Parti socialiste - Place Publique,13.0,12.7,5.9,13.7,7.8,3.9,10.8,12.7,
33,Gironde,33293,Montussan,45.3,1425.0,53.8,98.3,5,Rassemblement National,517.0,36.3,27,Parti socialiste - Place Publique,225.0,15.8,11,Renaissance,212.0,14.9,4.7,14.9,5.6,4.8,6.0,15.8,
33,Gironde,33294,Morizès,50.2,200.0,48.3,97.1,5,Rassemblement National,67.0,33.5,11,Renaissance,26.0,13.0,27,Parti socialiste - Place Publique,24.0,12.0,1.5,13.0,6.0,6.0,5.5,12.0,
33,Gironde,33295,Mouillac,33.3,49.0,62.8,94.2,5,Rassemblement National,14.0,28.6,6,Les Écologistes-EELV,9.0,18.4,27,Parti socialiste - Place Publique,6.0,12.2,6.1,6.1,4.1,18.4,10.2,12.2,
33,Gironde,33296,Mouliets-et-Villem.,44.7,452.0,53.6,96.8,5,Rassemblement National,243.0,53.8,27,Parti socialiste - Place Publique,44.0,9.7,4,La France insoumise,42.0,9.3,4.2,8.6,2.2,1.8,9.3,9.7,
33,Gironde,33297,Moulis-en-Médoc,45.6,750.0,52.8,97.0,5,Rassemblement National,316.0,42.1,27,Parti socialiste - Place Publique,93.0,12.4,11,Renaissance,88.0,11.7,4.4,11.7,3.5,4.3,4.8,12.4,
33,Gironde,33298,Moulon,42.4,427.0,55.6,96.6,5,Rassemblement National,127.0,29.7,11,Renaissance,78.0,18.3,27,Parti socialiste - Place Publique,59.0,13.8,4.7,18.3,6.1,5.6,8.4,13.8,
33,Gironde,33299,Mourens,43.1,167.0,55.9,98.2,5,Rassemblement National,92.0,55.1,11,Renaissance,14.0,8.4,6,Les Écologistes-EELV,11.0,6.6,1.8,8.4,4.8,6.6,4.8,4.8,
33,Gironde,33300,Naujac-sur-Mer,40.7,554.0,57.8,97.5,5,Rassemblement National,280.0,50.5,11,Renaissance,57.0,10.3,27,Parti socialiste - Place Publique,52.0,9.4,4.7,10.3,4.3,1.6,4.7,9.4,
33,Gironde,33301,Naujan-et-Postiac,37.5,254.0,59.2,94.8,5,Rassemblement National,98.0,38.6,27,Parti socialiste - Place Publique,39.0,15.4,11,Renaissance,31.0,12.2,4.7,12.2,4.7,5.9,4.7,15.4,
33,Gironde,33302,Néac,47.0,139.0,52.3,98.6,5,Rassemblement National,51.0,36.7,11,Renaissance,20.0,14.4,27,Parti socialiste - Place Publique,16.0,11.5,0.7,14.4,6.5,5.0,5.8,11.5,
33,Gironde,33303,Nérigean,41.9,389.0,56.1,96.5,5,Rassemblement National,151.0,38.8,11,Renaissance,59.0,15.2,27,Parti socialiste - Place Publique,42.0,10.8,3.9,15.2,6.2,5.1,8.0,10.8,
33,Gironde,33304,Neuffons,39.0,80.0,54.8,89.9,5,Rassemblement National,32.0,40.0,27,Parti socialiste - Place Publique,13.0,16.2,50,Résistons,10.0,12.5,5.0,11.2,2.5,2.5,2.5,16.2,
33,Gironde,33306,Noaillac,42.9,228.0,54.7,95.8,5,Rassemblement National,110.0,48.2,27,Parti socialiste - Place Publique,24.0,10.5,11,Renaissance,21.0,9.2,2.6,9.2,3.9,2.6,6.6,10.5,
33,Gironde,33307,Noaillan,42.5,720.0,55.6,96.6,5,Rassemblement National,219.0,30.4,27,Parti socialiste - Place Publique,128.0,17.8,11,Renaissance,67.0,9.3,4.7,9.3,4.0,5.6,7.8,17.8,
33,Gironde,33308,Omet,41.9,128.0,55.9,96.2,5,Rassemblement National,46.0,35.9,4,La France insoumise,16.0,12.5,6,Les Écologistes-EELV,12.0,9.4,5.5,7.0,7.0,9.4,12.5,8.6,
